Days to Deliver,Comments,Approved By,Manufacturer,Return Reason,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Discount,Region,Order Date,Ship Date
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
3,Customer meant to order heavier weight,M Gomez,Xerox,Incorrect Product Ordered,5743,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,4,12.8256,0,West,28-03-2018,31-03-2018
3,,,SAFCO,No Longer Needed,5745,US-2018-147886,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.954800000,0,West,28-03-2018,31-03-2018
5,,,GBC,General,6369,US-2018-147998,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,95123,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,49.92,0.2,West,19-05-2018,24-05-2018
6,Customer found better deal at online distributor,L Jenkins,GE,No Longer Needed,4105,US-2018-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,5,17.9955,0.2,West,07-08-2018,13-08-2018
6,Customer found a better deal at online distributr,L Jenkins,Avery,No Longer Needed,4106,US-2018-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,4.644,0.2,West,07-08-2018,13-08-2018
6,Customer found better deal at online distributor,L Jenkins,GE,No Longer Needed,4105,US-2018-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,5,17.9955,0.2,West,07-08-2018,13-08-2018
6,Customer found a better deal at online distributr,L Jenkins,Avery,No Longer Needed,4106,US-2018-155999,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,4.644,0.2,West,07-08-2018,13-08-2018
2,belts didn't fit customers existing machine,L Jenkins,Other,Incorrect Product Ordered,203,CA-2015-133690,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2925,0.2,West,03-08-2015,05-08-2015
2,belts didn't fit customers existing machine,L Jenkins,Other,Incorrect Product Ordered,203,CA-2015-133690,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2925,0.2,West,03-08-2015,05-08-2015
0,customer bought cheaper headset elsewhere,S Kelly,Logitech,No Longer Needed,3859,CA-2015-140816,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,7,89.5888,0.2,West,20-12-2015,20-12-2015
6,item was torn,R. Duchesne,Other,Defective,7718,CA-2016-149636,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.938,2,-1.3566,0.7,West,06-01-2016,12-01-2016
6,item was torn,R. Duchesne,Other,Defective,7718,CA-2016-149636,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.938,2,-1.3566,0.7,West,06-01-2016,12-01-2016
6,,,Fellowes,General,1205,CA-2017-114727,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,0.2,West,18-07-2017,24-07-2017
6,,,Fellowes,General,1205,CA-2017-114727,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,0.2,West,18-07-2017,24-07-2017
6,,,Fellowes,General,1205,CA-2017-114727,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,0.2,West,18-07-2017,24-07-2017
6,,,Fellowes,General,1205,CA-2017-114727,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,0.2,West,18-07-2017,24-07-2017
6,,,Fellowes,General,1205,CA-2017-114727,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,0.2,West,18-07-2017,24-07-2017
3,,,Staple envelope,Product Listed Incorrectly,8592,CA-2018-101700,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,80634,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,18.688,2,7.008,0.2,West,23-04-2018,26-04-2018
3,,,Staple envelope,Product Listed Incorrectly,8592,CA-2018-101700,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,80634,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,18.688,2,7.008,0.2,West,23-04-2018,26-04-2018
5,,,Other,General,501,US-2017-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,0.7,West,30-05-2017,04-06-2017
5,,,Other,General,501,US-2017-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,0.7,West,30-05-2017,04-06-2017
5,,,Other,General,501,US-2017-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,0.7,West,30-05-2017,04-06-2017
5,,,Other,General,501,US-2017-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,0.7,West,30-05-2017,04-06-2017
5,,,Other,General,501,US-2017-105578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,0.7,West,30-05-2017,04-06-2017
2,,,Jabra,Defective,633,US-2017-135720,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,30.0768,0.2,West,11-12-2017,13-12-2017
2,,,Jabra,Defective,633,US-2017-135720,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,30.0768,0.2,West,11-12-2017,13-12-2017
2,,,Jabra,Defective,633,US-2017-135720,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,30.0768,0.2,West,11-12-2017,13-12-2017
1,One ring was misaligned,C Arnold,Avery,Defective,7644,US-2017-157490,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,-9.1816,0.7,West,06-10-2017,07-10-2017
1,One ring was misaligned,C Arnold,Avery,Defective,7644,US-2017-157490,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,-9.1816,0.7,West,06-10-2017,07-10-2017
1,One ring was misaligned,C Arnold,Avery,Defective,7644,US-2017-157490,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,-9.1816,0.7,West,06-10-2017,07-10-2017
1,One ring was misaligned,C Arnold,Avery,Defective,7644,US-2017-157490,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,-9.1816,0.7,West,06-10-2017,07-10-2017
4,,,Jabra,Defective,4194,CA-2016-150875,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,3,22.8582,0.2,West,16-11-2016,20-11-2016
4,,,Jabra,Defective,4194,CA-2016-150875,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,3,22.8582,0.2,West,16-11-2016,20-11-2016
4,Customer didn't realize item was in cart,L Jenkins,Avery,Incorrect Product Ordered,2038,CA-2016-119214,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2,6.8714,0,West,23-01-2016,27-01-2016
4,Customer didn't realize item was in cart,L Jenkins,Avery,Incorrect Product Ordered,2038,CA-2016-119214,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2,6.8714,0,West,23-01-2016,27-01-2016
5,customer didn't want this anymore,F Azad,Other,No Longer Needed,4320,CA-2015-152345,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,-5.6943,0.2,West,29-12-2015,03-01-2016
5,customer didn't want this anymore,F Azad,Other,No Longer Needed,4320,CA-2015-152345,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,-5.6943,0.2,West,29-12-2015,03-01-2016
3,,,Imation,Incorrect Product Shipped,5722,CA-2016-138674,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,4.558800000,0.2,West,14-11-2016,17-11-2016
3,,,Imation,Incorrect Product Shipped,5722,CA-2016-138674,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,4.558800000,0.2,West,14-11-2016,17-11-2016
3,,,Imation,Incorrect Product Shipped,5722,CA-2016-138674,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,4.558800000,0.2,West,14-11-2016,17-11-2016
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
3,,,Other,Incorrect Product Ordered,5655,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,0.7,West,18-12-2017,21-12-2017
3,Csustomer ordered too many,L Jenkins,Other,Incorrect Product Ordered,5661,CA-2017-145261,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,-7.17,0.2,West,18-12-2017,21-12-2017
2,,,Avery,General,8942,CA-2017-159023,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,97206,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7,-3.465,0.7,West,03-11-2017,05-11-2017
2,,,Avery,General,8942,CA-2017-159023,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,97206,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7,-3.465,0.7,West,03-11-2017,05-11-2017
5,Customer thought item was bluetooth,K Lawrence,Logitech,Incorrect Product Ordered,2100,CA-2018-124401,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,80.4839,0.2,West,07-09-2018,12-09-2018
5,Customer thought item was bluetooth,K Lawrence,Logitech,Incorrect Product Ordered,2100,CA-2018-124401,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,80.4839,0.2,West,07-09-2018,12-09-2018
5,customer reports that seat was not attached in front,E Williams,Novimex,Defective,3033,US-2017-114293,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,-12.196,0.2,West,21-11-2017,26-11-2017
4,Customer ordered too many boxes,F Azad,Xerox,Incorrect Product Ordered,592,US-2017-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,3.6288,0.2,West,20-03-2017,24-03-2017
4,Customer ordered too many boxes,F Azad,Xerox,Incorrect Product Ordered,592,US-2017-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,3.6288,0.2,West,20-03-2017,24-03-2017
4,Customer ordered too many boxes,F Azad,Xerox,Incorrect Product Ordered,592,US-2017-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,3.6288,0.2,West,20-03-2017,24-03-2017
4,Customer ordered too many boxes,F Azad,Xerox,Incorrect Product Ordered,592,US-2017-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,3.6288,0.2,West,20-03-2017,24-03-2017
5,Customer didn't realize item was in cart.,F Azad,Xerox,Incorrect Product Ordered,1377,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,219.4416,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,SAFCO,Incorrect Product Ordered,1380,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945000000,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,Xerox,Incorrect Product Ordered,1377,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,219.4416,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,SAFCO,Incorrect Product Ordered,1380,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945000000,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,Xerox,Incorrect Product Ordered,1377,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,219.4416,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,SAFCO,Incorrect Product Ordered,1380,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945000000,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,Xerox,Incorrect Product Ordered,1377,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,219.4416,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,SAFCO,Incorrect Product Ordered,1380,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945000000,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,Xerox,Incorrect Product Ordered,1377,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,219.4416,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,SAFCO,Incorrect Product Ordered,1380,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945000000,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,Xerox,Incorrect Product Ordered,1377,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,447.84,8,219.4416,0,West,04-08-2015,09-08-2015
5,Customer didn't realize item was in cart.,F Azad,SAFCO,Incorrect Product Ordered,1380,CA-2015-126361,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,7.945000000,0,West,04-08-2015,09-08-2015
6,,,Xerox,Incorrect Product Ordered,3021,CA-2016-123568,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,41.823,0,West,08-11-2016,14-11-2016
6,,,Xerox,Incorrect Product Ordered,3021,CA-2016-123568,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,41.823,0,West,08-11-2016,14-11-2016
6,,,Xerox,Incorrect Product Ordered,3021,CA-2016-123568,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,41.823,0,West,08-11-2016,14-11-2016
6,,,Xerox,Incorrect Product Ordered,3021,CA-2016-123568,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,41.823,0,West,08-11-2016,14-11-2016
4,customer didn't realize that product was in cart,L Jenkins,Eldon,Incorrect Product Ordered,3926,CA-2015-103940,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,16.2204,0,West,17-09-2015,21-09-2015
4,customer didn't realize that product was in cart,L Jenkins,Eldon,Incorrect Product Ordered,3926,CA-2015-103940,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,16.2204,0,West,17-09-2015,21-09-2015
4,customer didn't realize that product was in cart,L Jenkins,Eldon,Incorrect Product Ordered,3926,CA-2015-103940,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,16.2204,0,West,17-09-2015,21-09-2015
4,customer didn't realize that product was in cart,L Jenkins,Eldon,Incorrect Product Ordered,3926,CA-2015-103940,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,16.2204,0,West,17-09-2015,21-09-2015
4,Customor thought item wasn't in active order.,C Arnold,Other,Incorrect Product Ordered,1241,CA-2015-127012,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,10.7912,0,West,11-08-2015,15-08-2015
4,Customor thought item wasn't in active order.,C Arnold,Other,Incorrect Product Ordered,1241,CA-2015-127012,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,10.7912,0,West,11-08-2015,15-08-2015
